environment,task,response_regime,horizon,estimator,denominator_contract,clipping_contract,support_contract,independent_logged_datasets,minimum_policy_empirical_coverage,minimum_policy_coverage_ci_low,coverage_gate,rank_gate,pairwise_gate,sign_gate,false_improvement_probability,false_improvement_gate,median_ess,ess_gate,support_gate,finite_gate,approved_known_value_tuple,retrospective_ehr_ope_authorized,authorization_boundary
aki_rrt_null_response_v1,aki_rrt,null_response,3,WPDIS,paper_lstm_h16,none,masked,500,0.462,0.4187562952,False,True,True,True,0.0744,False,90.42051925,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,crossfit_stronger,20,masked,500,0.516,0.4722414643,False,True,True,True,0.0268,True,82.73948586,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,crossfit_stronger,none,masked,500,0.516,0.4722414643,False,True,True,True,0.0268,True,82.73948586,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,exact_behavior,20,masked,500,0.512,0.4682622528,False,True,True,True,0.0312,True,90.96199146,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,exact_behavior,none,masked,500,0.512,0.4682622528,False,True,True,True,0.0312,True,90.96199146,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,misspecified_behavior,20,masked,500,0.342,0.3017655067,False,True,True,True,0.0852,False,89.39021892,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,misspecified_behavior,none,masked,500,0.342,0.3017655067,False,True,True,True,0.0852,False,89.39021892,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,paper_lstm_h16,20,masked,500,0.462,0.4187562952,False,True,True,True,0.0744,False,90.42051925,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
aki_rrt_null_response_v1,aki_rrt,null_response,3,support_restricted_WPDIS,paper_lstm_h16,none,masked,500,0.462,0.4187562952,False,True,True,True,0.0744,False,90.42051925,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,crossfit_stronger,20,masked,200,0.84,0.7828592984,False,True,True,True,0.0,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,crossfit_stronger,none,masked,200,0.845,0.7883930941,False,True,True,True,0.0,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,exact_behavior,20,masked,200,0.86,0.8051011913,False,True,True,True,0.0,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.0,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,misspecified_behavior,20,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,misspecified_behavior,none,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,paper_lstm_h16,20,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,CWPDIS,paper_lstm_h16,none,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,crossfit_stronger,20,masked,200,0.01,0.002746658134,False,True,True,False,0.05,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,crossfit_stronger,none,masked,200,0.01,0.002746658134,False,True,True,False,0.009,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,exact_behavior,20,masked,200,0.73,0.664565648,False,True,True,True,0.008,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,exact_behavior,none,masked,200,0.825,0.7663556885,False,True,True,True,0.008,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,misspecified_behavior,20,masked,200,0.03,0.01382031434,False,True,True,False,0.063,False,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,misspecified_behavior,none,masked,200,0.03,0.01382031434,False,True,True,False,0.063,False,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,paper_lstm_h16,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.149,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,DR,paper_lstm_h16,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.149,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,crossfit_stronger,20,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,crossfit_stronger,none,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,exact_behavior,20,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,exact_behavior,none,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,misspecified_behavior,20,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,misspecified_behavior,none,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,paper_lstm_h16,20,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,FQE,paper_lstm_h16,none,masked,200,0.0,1.734723476e-18,False,False,True,False,0.2,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,crossfit_stronger,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.052,False,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,crossfit_stronger,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.009,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,exact_behavior,20,masked,200,0.785,0.7229769265,False,True,True,True,0.004,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.004,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,misspecified_behavior,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.078,False,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,misspecified_behavior,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.078,False,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,paper_lstm_h16,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.173,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,IS,paper_lstm_h16,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.173,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,crossfit_stronger,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.052,False,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,crossfit_stronger,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.009,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,exact_behavior,20,masked,200,0.785,0.7229769265,False,True,True,True,0.004,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.004,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,misspecified_behavior,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.078,False,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,misspecified_behavior,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.078,False,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,paper_lstm_h16,20,masked,200,0.0,1.734723476e-18,False,True,True,False,0.173,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,PDIS,paper_lstm_h16,none,masked,200,0.0,1.734723476e-18,False,True,True,False,0.173,False,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,crossfit_stronger,20,masked,200,0.895,0.8448196801,False,True,True,True,0.0,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,crossfit_stronger,none,masked,200,0.89,0.83907309,False,True,True,True,0.0,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,exact_behavior,20,masked,200,0.865,0.8107086163,False,True,True,True,0.0,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,exact_behavior,none,masked,200,0.865,0.8107086163,False,True,True,True,0.0,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,misspecified_behavior,20,masked,200,0.89,0.83907309,False,True,True,True,0.0,True,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,misspecified_behavior,none,masked,200,0.89,0.83907309,False,True,True,True,0.0,True,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,paper_lstm_h16,20,masked,200,0.895,0.8448196801,False,True,True,True,0.0,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WDR,paper_lstm_h16,none,masked,200,0.895,0.8448196801,False,True,True,True,0.0,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,crossfit_stronger,20,masked,200,0.84,0.7828592984,False,True,True,True,0.0,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,crossfit_stronger,none,masked,200,0.845,0.7883930941,False,True,True,True,0.0,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,exact_behavior,20,masked,200,0.86,0.8051011913,False,True,True,True,0.0,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.0,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,misspecified_behavior,20,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,misspecified_behavior,none,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,paper_lstm_h16,20,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WIS,paper_lstm_h16,none,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,crossfit_stronger,20,masked,200,0.84,0.7828592984,False,True,True,True,0.0,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,crossfit_stronger,none,masked,200,0.845,0.7883930941,False,True,True,True,0.0,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,exact_behavior,20,masked,200,0.86,0.8051011913,False,True,True,True,0.0,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.0,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,misspecified_behavior,20,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,misspecified_behavior,none,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,paper_lstm_h16,20,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,WPDIS,paper_lstm_h16,none,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,20,masked,200,0.84,0.7828592984,False,True,True,True,0.0,True,40.07389583,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,crossfit_stronger,none,masked,200,0.845,0.7883930941,False,True,True,True,0.0,True,38.66792265,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,20,masked,200,0.86,0.8051011913,False,True,True,True,0.0,True,52.84269335,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,exact_behavior,none,masked,200,0.85,0.7939442072,False,True,True,True,0.0,True,51.86704738,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,20,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.26676483,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,misspecified_behavior,none,masked,200,0.625,0.556143037,False,True,True,True,0.001,True,53.1859881,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,paper_lstm_h16,20,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,1,support_restricted_WPDIS,paper_lstm_h16,none,masked,200,0.55,0.4807561514,False,True,True,True,0.001,True,54.76683026,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,crossfit_stronger,20,masked,200,0.02,0.007804426416,False,False,False,False,0.192,False,3.075248872,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,crossfit_stronger,none,masked,200,0.02,0.007804426416,False,False,False,False,0.192,False,3.030996691,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,exact_behavior,20,masked,200,0.025,0.01072471965,False,False,True,False,0.193,False,5.842757609,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,exact_behavior,none,masked,200,0.025,0.01072471965,False,False,True,False,0.193,False,5.802256156,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,misspecified_behavior,20,masked,200,0.025,0.01072471965,False,False,False,False,0.193,False,5.597404921,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,misspecified_behavior,none,masked,200,0.025,0.01072471965,False,False,False,False,0.193,False,5.597404921,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,paper_lstm_h16,20,masked,200,0.025,0.01072471965,False,False,False,False,0.192,False,5.626591611,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
heart_failure_adaptive_composite_v1,heart_failure,adaptive_composite,4,CWPDIS,paper_lstm_h16,none,masked,200,0.025,0.01072471965,False,False,False,False,0.192,False,5.626591611,False,True,True,False,False,Passing exact known-value tuples calibrates an estimator/task-regime map but does not authorize retrospective real-EHR OPE without separate trained-policy and overlap gates.
